Name	Description	Lat	Long
Jonathan Cheechoo	Moose Factory	51.262579	-80.593008
Darren Haydar	Milton	43.518402	-79.876518
Rob Davison	St. Catharines	43.159613	-79.243707
Cristobal Huet	St-Martin-d'Heres		
Rickard Wallin	Stockholm		
Fernando Pisani	Edmonton	53.544455	-113.490859
Mike Zigomanis	Toronto	43.652976	-79.382856
Alexander Frolov	Moscow	55.770655	37.605029
Eric Godard	Vernon	50.267128	-119.270725
Shaone Morrisonn	Vancouver	49.260787	-123.112918
Martin Gerber	Burgdorf		
Matt Walker	Beaverlodge	55.213887	-119.423633
Jim Vandermeer	Caroline	52.093903	-114.740514
Jeff Taffe	Hastings	44.744047	-92.851451
Tim Thomas	Flint	43.012988	-83.688004
Curtis Sanford	Owen Sound	44.569001	-80.940608
Doug Janik	Springfield	42.101251	-72.589815
Sebastien Caron	Amqui	48.466346	-67.427434
Brooks Orpik	San Francisco	37.776155	-122.426099
Jay Bouwmeester	Edmonton	53.544455	-113.490859
Vern Fiddler	Edmonton	53.544455	-113.490859
Scottie Upshall	Fort McMurray	56.726795	-111.379333
Jarret Stoll	Melville	50.929508	-102.804478
Paul Gaustad	Fargo	46.876967	-96.790405
Jordan Leopold	Golden Valley	44.991332	-93.361048
Craig Anderson	Park Ridge	42.011811	-87.84104
Joe Corvo	Oak Park	41.884767	-87.784207
Ryan Miller	East Lansing	42.736591	-84.483571
Mike Leighton	Petrolia	42.881967	-82.144394
Mike Rupp	Cleveland	41.499314	-81.69453
Ray Emery	Cayuga	42.950611	-79.855818
Rick Nash	Brampton	43.731881	-79.723152
Jason Spezza	Mississauga	43.588039	-79.64253
Matthew Stajan	Mississauga	43.588039	-79.64253
Steve Eminger	Woodbridge	43.789043	-79.612972
Mike Cammalleri	Richmond Hill	43.883158	-79.440661
Carlo Colaiacovo	Toronto	43.652976	-79.382856
Shawn Thornton	Oshawa	43.896099	-78.864618
Kurtis Foster	Carp	45.349329	-76.041225
Mike Komisarek	West Islip	40.706501	-73.306054
Francois Beauchemin	Sorel	46.042663	-73.112189
Marc-Andre Bergeron	Trois-Rivieres	46.343385	-72.549593
Ron Hainsey	Bolton	41.769107	-72.432731
Pierre-Marc Bouchard	Sherbrooke	45.400915	-71.882336
Stephane Veilleux	Beauceville	46.209675	-70.778991
Steve Ott	Summerside	46.393206	-63.789885
Anton Volchenkov	Moscow	55.770655	37.605029
Patrick Sharp	Winnipeg	49.898957	-97.136776
Jerred Smithson	Vernon	50.267128	-119.270725
Chuck Kobasew	Vancouver	49.260787	-123.112918
Ales Hemsky	Pardubice		
Dennis Seidenberg	Schwenningen		
Henrik Zetterberg	Njurunda		
Rob Skrlac	Port McNeil	50.589964	-127.085752
Matt Underhill	Campbell River	50.033384	-125.272762
Doug Lynch	North Vancouver	49.322775	-123.070743
Garrett Burnett	Coquitlam	49.282339	-122.796177
Brad Fast	Fort St. John	56.251957	-120.843712
Brett Lysak	St. Albert	53.630626	-113.62666
Mike Bishai	Edmonton	53.544455	-113.490859
Garret Stroshein	Edmonton	53.544455	-113.490859
Dwayne Zinger	Coronation	52.093967	-111.445771
Grant McNeill	Vermilion	53.354055	-110.858242
Jeremy Yablonski	Meadow Lake	54.131836	-108.428066
Brennan Evans	North Battlefield	52.776322	-108.29849
Layne Ulmer	North Battleford	52.776322	-108.29849
Mel Angelstad	Saskatoon	52.13249	-106.683119
Darcy Verot	Radville	49.461005	-104.297357
Josh Olson	Fargo	46.876967	-96.790405
Steve McLaren	Owen Sound	44.569001	-80.940608
Jeff MacMillan	Durham	44.176313	-80.818386
Ryan Barnes	Dunnville	42.903883	-79.616978
Andy Chiodo	Toronto	43.652976	-79.382856
Gavin Morgan	Scarborough	43.776935	-79.231481
Mathieu Chouinard	Boisbriand	45.613184	-73.838998
Matthew Yeats	Montreal	45.511528	-73.550721
Benoit Dusablon	Saint-Anne-de-la-Perade	46.57214	-72.214696
Jame Pollock	Quebec	46.803455	-71.242647
Mike Pandolfo	Winchester	42.452284	-71.13764
Cory Larose	Campbellton	48.007793	-66.670838
Jason MacDonald	Charlottetown	46.238953	-63.131711
Goran Bezina	Split	43.508129	16.440844
Owen Fussey	Winnipeg	49.898957	-97.136776
Mike Green	Victoria	48.428388	-123.365627
Mike Stutzel	Victoria	48.428388	-123.365627
Christoph Brandner	Bruck		
Libor Pivko	Novy Vicin		
Mikko Luoma	Jyvaskyla		
Esa Pirnes	Oulu		
Sergei Zinovjev	Novokuznetsk		
Mikhail Kuleshov	Perm		
Rastislav Stana	Kosice		
Martin Strbak	Presov		
Roman Tvrdon	Trencin		
Pierre Hedin	Ornskoldsvik		
Tony Martensson	Upplands Vasby		
Julien Vauclair	Delemont		
Mike Stuart	Chicago	41.877077	-87.628987
Adam Munro	St. George	43.2454	-80.253291
Peter Sarno	Toronto	43.652976	-79.382856
Nathan Robinson	Scarborough	43.776935	-79.231481
Doug Doull	Glace Bay	46.197134	-59.957375
Timofei Shishkanov	Moscow	55.770655	37.605029
Mikhail Yakubov	Barnaul	53.367131	83.749816
Michal Barinka	Vyskov		
Pavel Vorobiev	Karaganda		
Jozef Balej	Myjava		
Matt Ellison	Duncan	48.778733	-123.707622
Erik Westrum	Minneapolis	44.98284	-93.269063
Bryce Lampman	Rochester	44.023643	-92.464693
Philippe Sauve	Buffalo	42.886492	-78.878606
Matt Hussey	New Haven	41.308346	-72.927036
Carl Corazzini	Framingham	42.278515	-71.416141
Pat Leahy	Duxbury	42.042069	-70.671896
Alexander Suglobov	Elektrostal	55.787202	38.450591
Tuomas Pihlman	Espoo		
Tony Salmelainen	Espoo		
Tommi Santala	Helsinki		
Michael Holmqvist	Stockholm		
Noah Clarke	La Verne	34.100723	-117.767577
Matt Keith	Edmonton	53.544455	-113.490859
Matthew Spiller	Daysland	52.865557	-112.261335
Jeremy Reich	Craik	51.052126	-105.822359
Johnny Pohl	Rochester	44.022162	-92.46641
Allan Rourke	Mississauga	43.588039	-79.64253
Darryl Bootland	Toronto	43.652976	-79.382856
Karl Stewart	Scarborough	43.776935	-79.231481
Matt Murley	Troy	42.727131	-73.69142
Maxim Kondratiev	Togliatti		
Mathias Tjarnqvist	Umea		
Lawrence Nycholat	Calgary	51.045074	-114.059049
Wade Brookbank	Lanigan	51.848374	-105.028751
Garth Murray	Regina	50.454439	-104.605965
Joe Motzko	Bemidji	47.472947	-94.881289
Jeff Hamilton	Englewood	39.877104	-84.303042
Dan Fritsche	Parma	41.378006	-81.717507
Dany Sabourin	Val-d'Or	48.097574	-77.799968
Eric Perrin	Laval	45.606183	-73.712599
Graham Mink	Stowe	44.474723	-72.701243
Thomas Pock	Klagenfurt		
Lasse Kukkonen	Oulu		
Nathan Smith	Edmonton	53.544455	-113.490859
Wade Dubielewicz	Kerrobert	51.918298	-109.136455
Boyd Kane	Swift Current	50.285397	-107.797529
Quintin Laing	Harris	51.733743	-107.580657
Tom Preissing	Arlington Heights	42.089276	-87.98232
Mark Popovic	Stoney Creek	43.227162	-79.719297
Andrew Peters	St. Catharines	43.159613	-79.243707
Denis Grebeshkov	Yaroslavl		
David Hale	Colorado Springs	38.834511	-104.791318
Andrew Hutchinson	Evanston	42.045225	-87.688421
Pascal Leclaire	Repentigny	45.753671	-73.440224
Greg Mauldin	Holliston	42.200071	-71.424017
Pat Rissmiller	Belmont	42.392923	-71.174203
Freddy Meyer	Sanbornville	43.569274	-71.029188
Antero Niittymaki	Turku		
Marek Svatos	Kosice		
Fredrik Sjostrom	Fargelanda		
Nikolai Zherdev	Kiev		
Jed Ortmeyer	Omaha	41.251347	-95.999194
Dominic Moore	Thornhill	43.807699	-79.459391
Randy Jones	Quispamsis	45.433476	-65.945358
Sean Bergenheim	Helsinki		
Dan Hamhuis	Smithers	54.782525	-127.16812
Joffrey Lupul	Fort Saskatchewan	53.700739	-113.209371
Boyd Gordon	Unity	52.44375	-109.158212
Travis Moen	Stewart Valley	50.597102	-107.80572
Dan Ellis	Saskatoon	52.13249	-106.683119
Chris Kunitz	Regina	50.454439	-104.605965
Brooks Laich	Wawota	49.903175	-102.029211
Tim Jackman	Minot	48.232065	-101.297459
Paul Martin	Minneapolis	44.98284	-93.269063
Eric Staal	Thunder Bay	48.382269	-89.246933
John-Michael Liles	Indianapolis	39.766855	-86.157126
Ryan Kesler	Livonia	42.368592	-83.351329
Tim Gleason	Clawson	42.533708	-83.146348
Kyle Wellwood	Windsor	42.314259	-83.037386
Greg Campbell	London	42.98782	-81.241753
Cody McCormick	London	42.98782	-81.241753
Ryan Malone	Pittsburgh	40.443127	-79.962133
Brad Boyes	Mississauga	43.588039	-79.64253
Trevor Daley	Toronto	43.652976	-79.382856
Chris Kelly	Toronto	43.652976	-79.382856
Nathan Horton	Welland	42.991536	-79.246783
Brent Burns	Ajax	43.851075	-79.019381
Dustin Brown	Ithaca	42.444061	-76.502409
Derek Roy	Ottawa	45.420543	-75.691767
Matthew Lombardi	Montreal	45.511528	-73.550721
Rob Scuderi	Syosset	40.816426	-73.497627
Jason Pominville	Repentigny	45.753671	-73.440224
Chris Higgins	Smithtown	40.869265	-73.225009
Marc-Andre Fleury	Sorel	46.042663	-73.112189
Antoine Vermette	Saint-Agapit	46.563841	-71.43588
Patrice Bergeron	Ancienne-Loretta	46.798936	-71.362163
Aaron Johnson	Port Hawkesbury	45.618234	-61.358561
Michael Ryder	Bonavista	48.654159	-53.112043
Fedor Tyutin	Izhevsk	56.834709	53.179349
Alexander Semin	Krasnojarsk	56.015025	92.915859
Jordin Tootoo	Churchill	58.768112	-94.164137
Colton Orr	Winnipeg	49.898957	-97.136776
Milan Michalek	Jindrichuv Hradec		
Zbynek Michalek	Jindrichuv Hradec		
Tomas Plekanec	Kladno		
Marek Zidlicky	Most		
Jiri Hudler	Olomouc		
Antti Miettinen	Hameenlinna		
Kari Lehtonen	Helsinki		
Joni Pitkanen	Oulu		
Tuomo Ruutu	Vantaa		
Marcel Goc	Calw		
Christian Ehrhoff	Moers		
Niklas Kronwall	Stockholm		
Anton Babchuk	Kiev		
Jason Ryznar	Anchorage	61.214823	-149.885383
Jordan Sigalet	New Westminster	49.204145	-122.919914
Joey Tenute	Hamilton	43.253309	-121.868105
Grant Stevenson	Spruce Grove	53.542892	-113.903732
Michael Garnett	Saskatoon	52.13249	-106.683119
Wade Skolney	Humboldt	52.202175	-105.122725
Colin Hemingway	Regina	50.454439	-104.605965
Nolan Schaefer	Yellow Grass	49.805799	-104.158442
Prestin Ryan	Arcola	49.639198	-102.492385
Adam Hauser	Bovey	47.295568	-93.415754
Adam Berkhoel	St. Paul	44.953558	-93.090261
Matt Koalska	St. Paul	44.953558	-93.090261
Gerald Coleman	Evanston	42.045225	-87.688421
Andy Roach	Mattawan	42.209425	-85.784768
Cole Jarrett	Sault Ste. Marie	46.521978	-84.344115
Matt Ryan	Sharon	44.099605	-79.437868
Rob Collins	Peterborough	44.308684	-78.320081
Ryan Ready	Peterborough	44.308684	-78.320081
Louis Robitaille	Montreal	45.511528	-73.550721
Kevin Colley	New Haven	41.308346	-72.927036
Jean-Philippe Cote	Quebec	46.803455	-71.242647
Jonathan Ferland	Ste-Marie-du-Beauce	46.438736	-71.021381
Brian Eklund	Braintree	42.203377	-70.993591
Eric Healey	Hull	42.302168	-70.90787
Doug O'Brien	St. John's	47.559391	-52.709162
Rob McVicar	Brandon	49.848577	-99.950312
Petr Kanko	Pribram		
Petr Taticek	Rakovnik		
Masi Marjamaki	Pori		
Vitaly Kolesnik	Ust-Kamenogorsk		
Jonas Johansson	Jonkoping		
Niklas Nordgren	Ornskoldsvik		
Carsen Germyn	Campbell River	50.033384	-125.272762
Darren Reid	Lac La Biche	54.769847	-111.972553
Richie Regehr	Rosthern	52.662462	-106.331821
Jason Bacashihua	Dearborn Heights	42.337264	-83.272656
Greg Jacina	Guelph	43.545259	-80.249781
Yanick Lehoux	Montreal	45.511528	-73.550721
Mike Morrison	Medford	42.41854	-71.105881
David Gove	Centerville	41.648753	-70.348057
Filip Novak	Budejovice		
Jaroslav Balastik	Gottwaldov		
Jakub Klepis	Prague		
Vojtech Polak	Ostrov nad Ohri		
Jarkko Immonen	Rantasalmi		
Alexander Perezhogin	Ust-Kamenogorsk		
Konstantin Pushkarev	Ust-Kamenogorsk		
David Printz	Stockholm		
Timo Helbling	Basel		
Matt Jones	Downers Grove	41.808446	-88.011899
Danny Richmond	Chicago	41.877077	-87.628987
Rob Globke	Farmington	42.464519	-83.376569
Matt Foy	Oakville	43.467542	-79.687181
Geoff Platt	Toronto	43.652976	-79.382856
Kevin Dallman	Niagara Falls	43.089796	-79.088035
Mike Glumac	Niagara Falls	43.089796	-79.088035
Jeff Giuliano	Nashua	42.76577	-71.469616
Junior Lessard	St-Joseph-de-Beauce	46.309928	-70.876745
Ryan Caldwell	Deloraine	49.192955	-100.493975
Hannu Toivonen	Kalvola		
Stefan Ruzicka	Nitra		
Connor James	Calgary	51.045074	-114.059049
Steven Regier	Spruce Grove	53.542892	-113.903732
Ben Ondrus	Sherwood Park	53.54172	-113.295494
Barry Tallackson	Grafton	48.412011	-97.410671
Josh Gratton	Brantford	43.138841	-85.265139
Eric Reitz	Detroit	42.33241	-83.047363
Dan Jancevski	Windsor	42.314259	-83.037386
Michel Ouellet	Rimouski	48.433674	-68.519763
Chris Holt	Vancouver	49.260787	-123.112918
Tomas Mojzis	Kolin		
Jiri Novotny	Pelhrimov		
Jeff Hoggan	Hope	49.380029	-121.44341
Nick Tarnasky	Rocky Mountain House	52.379166	-114.918361
Robert Nilsson	Calgary	51.045074	-114.059049
Steven Goertzen	Stony Plain	53.529979	-114.005586
Nathan Paetsch	LeRoy	52.000228	-104.73849
Brandon Bochenski	Blaine	45.161611	-93.234034
Andy Wozniewski	Buffalo Grove	42.166161	-87.96391
Paul Ranger	Whitby	43.897659	-78.940855
Martin St. Pierre	Ottawa	45.420543	-75.691767
Ben Walter	Beaconsfield	45.43116	-73.868492
Ben Guite	Montreal	45.511528	-73.550721
Alexandre Picard	Les Saules	46.806248	-71.316488
Yan Stastny	Quebec	46.803455	-71.242647
Ole-Kristian Tollefsen	Oslo	59.923978	10.753531
Evgeny Artyukhin	Moscow	55.770655	37.605029
Christoph Schubert	Munich		
Staffan Kronwall	Jarfalla		
Ryan Craig	Abbotsford	49.055557	-122.329467
Ryan Hollweg	Downey	33.939528	-118.13377
David LeNeveu	Fernie	49.504623	-115.063327
Rick Rypien	Coleman	49.635172	-114.502431
Jeff Tambellini	Calgary	51.045074	-114.059049
Jeremy Colliton	Blackie	50.608484	-113.628753
Richard Petiot	Daysland	52.865557	-112.261335
Derek Boogaard	Saskatoon	52.13249	-106.683119
Jeremy Williams	Regina	50.454439	-104.605965
Ryan Potulny	Grand Forks	47.924942	-97.034708
Dave Liffiton	Windsor	42.314259	-83.037386
Danny Syvret	Millgrove	43.336316	-79.958137
Jay Leach	Syracuse	43.048533	-76.147691
Joel Perrault	Montreal	45.511528	-73.550721
Noah Welch	Brighton	42.346162	-71.157851
Petr Prucha	Chrudim		
Gilbert Brule	Edmonton	53.544455	-113.490859
Erik Christensen	Edmonton	53.544455	-113.490859
Jeff Woywitka	Vermilion	53.354055	-110.858242
Mark Cullen	Virginia	47.522621	-92.537644
Brad Winchester	Madison	43.073458	-89.401614
Brett Lebda	Buffalo Grove	42.166161	-87.96391
Trevor Gillies	Cambridge	43.361377	-80.314735
Bill Thomas	Pittsburgh	40.443127	-79.962133
Chris Campoli	Mississauga	43.588039	-79.64253
Alexandre Picard	Gatineau	45.476592	-75.702114
Brendan Bell	Ottawa	45.420543	-75.691767
Anthony Stewart	La Salle	45.428597	-73.631359
Jean-Francois Jacques	Montreal	45.511528	-73.550721
Alexandre Giroux	Quebec	46.803455	-71.242647
Marc-Antoine Pouliot	Quebec	46.803455	-71.242647
Jon DiSalvatore	Bangor	44.800565	-68.777306
Andrei Kostitsyn	Novopolotsk		
Rostislav Olesz	Bilovec		
Petteri Nokelainen	Imatra		
Raitis Ivanans	Riga		
Milan Jurcina	Liptovsky Mikulas		
Joakim Lindstrom	Skelleftea		
Matt Carle	Anchorage	61.214823	-149.885383
Brent Seabrook	Richmond	49.159596	-123.105674
Greg Zanon	Burnaby	49.2293	-123.002115
Andrew Ladd	Maple Ridge	49.220313	-122.599764
Josh Gorges	Kelowna	49.888413	-119.489681
Shea Weber	Sicamous	50.837255	-118.980574
Braydon Coburn	Calgary	51.045074	-114.059049
Patrick Eaves	Calgary	51.045074	-114.059049
Mike Green	Calgary	51.045074	-114.059049
Dion Phaneuf	Edmonton	53.544455	-113.490859
Rene Bourque	Lac La Biche	54.769847	-111.972553
Kyle Brodziak	St. Paul	53.991436	-111.295276
Colby Armstrong	Lloydminster	53.278381	-110.006953
Brian McGrattan	Hamilton	43.253309	-108.868105
Cam Ward	Saskatoon	52.13249	-106.683119
Ryan Getzlaf	Regina	50.454439	-104.605965
Josh Harding	Regina	50.454439	-104.605965
Keith Ballard	Baudette	48.712551	-94.599911
Mike Richards	Kenora	49.766395	-94.487216
Andrew Alberts	Eden Prairie	44.854341	-93.471186
Zach Parise	Minneapolis	44.98284	-93.269063
Dustin Byfuglien	Minneapolis	44.983812	-93.26872
Mark Stuart	Rochester	44.022162	-92.46641
Cam Janssen	St. Louis	38.625549	-90.194576
Ryan Suter	Madison	43.073458	-89.401614
Dave Steckel	Milwaukee	43.040831	-87.910438
Jim Slater	Petosky	45.373507	-84.954583
Matt Greene	Grand Ledge	42.753339	-84.747258
Chris Thorburn	Sault Ste. Marie	46.521978	-84.344115
James Wisniewski	Canton	42.308225	-83.483093
Chad Larose	Fraser	42.539134	-82.949268
Jeff Carter	London	42.98782	-81.241753
Kevin Klein	Kitchener	43.434673	-80.478375
Kyle Quincey	Kitchener	43.434673	-80.478375
Dennis Wideman	Kitchener	43.434673	-80.478375
George Parros	Washington	40.173612	-80.246225
R.J. Umberger	Pittsburgh	40.443127	-79.962133
Kevin Bieksa	Grimsby	43.194317	-79.562627
Mark Giordano	Toronto	43.652976	-79.382856
Daniel Paille	Welland	42.991536	-79.246783
Zenon Konopka	Niagara-on-the-Lake	43.254525	-79.077251
Jay Harrison	Oshawa	43.896099	-78.864618
Lee Stempniak	West Seneca	42.84989	-78.79762
Corey Perry	Peterborough	44.308684	-78.320081
Brad Richardson	Belleville	44.163313	-77.386545
Jay McClement	Kingston	44.230449	-76.487058
Jim Howard	Syracuse	43.048533	-76.147691
Ben Eager	Ottawa	45.420543	-75.691767
Matt Carkner	Winchester	45.090064	-75.353551
Yann Danis	Saint-Jerome	45.775051	-74.010231
Alexandre Burrows	Pointe-Claire	45.472654	-73.798784
Maxim Lapierre	Saint-Leonard	45.587355	-73.596673
Corey Crawford	Montreal	45.511528	-73.550721
Bruno Gervais	Longueuil	45.537833	-73.510396
Eric Nystrom	Syosset	40.816426	-73.497627
Maxime Talbot	Lemoyne	45.498955	-73.492691
Steve Bernier	Quebec	46.803455	-71.242647
Keith Aucoin	Waltham	42.376671	-71.235485
Ryan Whitney	Boston	42.357025	-71.063509
Mathieu Roy	St. Georges	46.124605	-70.670162
Sidney Crosby	Cole Harbour	44.646052	-63.453227
Ryane Clowe	Fermeuse	46.975725	-52.960122
Wojtek Wolski	Zabrze	50.324914	18.789441
Alex Ovechkin	Moscow	55.770655	37.605029
Ian White	Steinbach	49.526268	-96.684307
Cam Barker	Winnipeg	49.898957	-97.136776
Duncan Keith	Winnipeg	49.898957	-97.136776
Alexander Steen	Winnipeg	49.898957	-97.136776
Eric Fehr	Winkler	49.180485	-97.939005
Dustin Penner	Winkler	49.180485	-97.939005
Thomas Vanek	Vienna		
Tomas Fleischmann	Koprivnice		
Jussi Jokinen	Kalajoki		
Pekka Rinne	Kempele		
Mikko Koivu	Turku		
Valtteri Filppula	Vantaa		
Peter Budaj	Banska Bystrica		
Tomas Kopecky	Ilava		
Andrej Meszaros	Povazska Bystrica		
Henrik Lundqvist	Are		
Douglas Murray	Bromma		
Johan Franzen	Vetlanda		
Mark Streit	Bern		
Mike Wall	Telkwa	54.69538	-127.046734
Jamie Hunt	Calgary	51.045074	-114.059049
Darcy Campbell	Airdrie	51.291935	-114.014268
Duncan Milroy	Edmonton	53.544455	-113.490859
Shay Stephenson	Outlook	51.487357	-107.057755
Jesse Schultz	Strasbourg	51.069246	-104.958521
Alex Brooks	Madison	43.073458	-89.401614
Danny Bois	Thunder Bay	48.382269	-89.246933
Mike Card	Kitchener	43.434673	-80.478375
Sebastien Bisaillon	Mont-Laurier	46.55074	-75.505378
Martin Houle	Montreal	45.511528	-73.550721
Patrick Coulombe	St. Fabien	48.295281	-68.866823
Alexei Kaigorodov	Chelyabinsk	55.179398	61.422202
Barry Brust	Swan River	52.105444	-101.270318
Jonathan Sigalet	Vancouver	49.260787	-123.112918
Tomas Popperle	Broumov		
Tomi Maki	Helsinki		
Jussi Timonen	Kuopio		
Mikko Lehtonen	Oulu		
Yutaka Fukufuji	Tokyo		
Lars Jonsson	Borlange		
Bjorn Melin	Jonkoping		
Jonas Nordquist	Leksand		
Patrick Fischer	Zug		
Alexei Mikhnov	Kiev		
Mike Funk	Abbotsford	49.055557	-122.329467
Gabe Gauthier	Torrance	33.83592	-118.339951
Drew Fata	Sault Ste. Marie	46.521978	-84.344115
Bryan Young	Ennismore	44.464577	-78.317571
Luc Bourdon	Shippagan	47.743811	-64.705389
Patrick Thoresen	Hamar	60.798519	11.067376
Martin Lojek	Brno		
Lauri Tukonen	Hyvinkaa		
Michael Ryan	Boston	42.357025	-71.063509
Nathan McIver	Summerside	46.393206	-63.789885
Tomas Plihal	Frydlant		
Marek Schwarz	Mlada Boleslav		
Karri Ramo	Asikkala		
Fredrik Norrena	Pietarsaari		
Janis Sprukts	Riga		
Joel Lundqvist	Are		
Jeff Finger	Houghton	47.121176	-88.56914
Drew Larman	Canton	42.308225	-83.483093
Enver Lisin	Moscow	55.770655	37.605029
Riley Cote	Winnipeg	49.898957	-97.136776
Triston Grant	Neepawa	50.227924	-99.46636
Kamil Kreps	Litomerice		
Petr Kalus	Ostrava		
Kyle Cumiskey	Abbotsford	49.055557	-122.329467
Shawn Belle	Edmonton	53.544455	-113.490859
Ryan Parent	Prince Albert	53.203668	-105.7538
John Zeiler	Jefferson Hills	40.291209	-79.931572
Rob Schremp	Fulton	43.322872	-76.416836
Matt Lashoff	East Greenbush	42.590918	-73.702053
Dustin Boyd	Winnipeg	49.898957	-97.136776
Nigel Dawes	Winnipeg	49.898957	-97.136776
David Koci	Prague		
Rod Pelley	Kitimat	54.067894	-128.640197
D.J. King	Meadow Lake	54.131836	-108.428066
Joe Piskula	Antigo	45.1402	-89.154122
Zack Stortini	Elliot Lake	46.3862	-82.652825
Mark Mancari	London	42.98782	-81.241753
Nate Guenin	Aliquippa	40.6153	-80.26214
Patrick O'Sullivan	Toronto	43.652976	-79.382856
Ryan Shannon	Darien	41.076263	-73.467343
Josh Hennessy	Brockton	42.084129	-71.018222
Alexander Radulov	Nizhny Tagil		
Nate Thompson	Anchorage	61.194979	-149.899116
Brandon Dubinsky	Anchorage	61.214823	-149.885383
Colin Fraser	Sicamous	50.837255	-118.980574
Jeff Schultz	Calgary	51.045074	-114.059049
Clarke MacArthur	Lloydminster	53.277971	-110.005923
Curtis Glencross	Kindersley	51.467609	-109.15465
Blake Comeau	Meadow Lake	54.131836	-108.428066
Blair Jones	Central Butte	50.796649	-106.506757
Sheldon Brookbank	Lanigan	51.848374	-105.028751
David Backes	Minneapolis	44.983812	-93.26872
Tom Gilbert	Minneapolis	44.983812	-93.26872
Ryan Carter	St. Paul	44.953558	-93.090261
Joe Pavelski	Stevens Point	44.523525	-89.574158
Adam Burish	Madison	43.073458	-89.401614
Phil Kessel	Madison	43.073458	-89.401614
Jordan Staal	Thunder Bay	48.382269	-89.246933
Drew Stafford	Milwaukee	43.040831	-87.910438
Jack Johnson	Indianapolis	39.766855	-86.157126
Chris Conner	Westland	42.324268	-83.401276
David Moss	Livonia	42.368592	-83.351329
Andy Greene	Trenton	42.139454	-83.179182
David Booth	Detroit	42.33241	-83.047363
Peter Harrold	Kirtland Hills	41.624144	-81.307803
Brandon Prust	London	42.98782	-81.241753
Tim Brent	Cambridge	43.361377	-80.314735
Rich Peverley	Guelph	43.545259	-80.249781
Krys Barch	Hamilton	43.253309	-79.868105
Kris Newbury	Brampton	43.731881	-79.723152
Daniel Carcillo	King City	43.928994	-79.527949
Dave Bolland	Mimico	43.612615	-79.494098
Joel Ward	North York	43.760977	-79.410756
Mike Blunden	Toronto	43.652976	-79.382856
David Clarkson	Toronto	43.652976	-79.382856
Matt Ellis	Welland	42.991536	-79.246783
Daniel Girardi	Welland	42.991536	-79.246783
Patrick Kaleta	Buffalo	42.886492	-78.878606
Bryan Bickell	Bowmanville	43.913058	-78.689606
Shane O'Brien	Port Hope	43.949179	-78.293503
Ryan Callahan	Rochester	43.161438	-77.602427
Mike Smith	Kingston	44.230449	-76.487058
Kent Huskins	Almonte	45.225884	-76.194011
Pierre-Alexandr Parenteau	Hull	45.429158	-75.713009
Mark Fraser	Ottawa	45.420543	-75.691767
Marc Methot	Ottawa	45.420543	-75.691767
Benoit Pouliot	Alfred	45.557213	-74.88295
Drew Miller	Dover	40.883977	-74.561982
Guillaume Latendresse	Ste-Catherine	45.396231	-73.565512
Kristopher Letang	Montreal	45.511528	-73.550721
Marc-Edouard Vlasic	Montreal	45.511528	-73.550721
Paul Stastny	Quebec City	46.803455	-71.242647
Keith Yandle	Boston	42.357025	-71.063509
Joey MacDonald	Pictou	45.679421	-62.720433
Derek Meech	Winnipeg	49.898957	-97.136776
Travis Zajac	Winnipeg	49.898957	-97.136776
Aaron Rome	Brandon	49.848577	-99.950312
Troy Brouwer	Vancouver	49.260787	-123.112918
Ladislav Smid	Frydlant		
Roman Polak	Ostrava		
Jan Hejda	Prague		
David Krejci	Sternberk		
Jannik Hansen	Herlev		
Frans Nielsen	Herning		
Niklas Backstrom	Helsinki		
Mikhail Grabovski	Potsdam		
Evgeni Malkin	Magnitogorsk		
Andrej Sekera	Bojnice		
Jaroslav Halak	Bratislava		
Anze Kopitar	Jesenice		
Loui Eriksson	Goteborg		
Alexander Edler	Ostersund		
Nicklas Grossman	Stockholm		
Johnny Oduya	Stockholm		
Jonathan Filewich	Kelowna	49.888413	-119.489681
Pete Vandermeer	Red Deer	52.267767	-113.811302
Matt Keetley	Medicine Hat	50.040168	-110.67609
Kevin Doell	Saskatoon	52.13249	-106.683119
Tyler Weiman	Saskatoon	52.13249	-106.683119
Joe Jensen	Maple Grove	45.0724	-93.455937
Zack Fitzgerald	Two Harbors	47.023102	-91.67086
Alex Foster	Canton	42.308225	-83.483093
Chris Beckford-Tseu	Toronto	43.652976	-79.382856
Brandon Nolan	St. Catharines	43.159613	-79.243707
Adam Berti	Oshawa	43.896099	-78.864618
Joey Mormina	Montreal	45.511528	-73.550721
Adam Pineault	Holyoke	42.203749	-72.617684
David Brine	Truro	45.365819	-63.286505
Denis Tolpeko	Moscow	55.770655	37.605029
Brady Murray	Brandon	49.848577	-99.950312
Jaroslav Hlinka	Prague		
Petteri Wirtanen	Hyvinkaa		
Olli Malmivaara	Kajaani		
Petri Kontiola	Seinajoki		
Dmitri Patzold	Ust-Kamenogorsk		
Ivan Baranka	Ilava		
Magnus Johansson	Linkoping		
Tim Ramholt	Zurich		
Jordan Lavallee-Smotherman	Corvallis	44.564807	-123.264139
Craig Weller	Calgary	51.045074	-114.059049
Steve Wagner	Grand Rapids	47.237015	-93.529674
Mike Iggulden	St. Catharines	43.159613	-79.243707
Tom Cavanagh	Warwick	41.699634	-71.418077
Dan LaCosta	Labrador City	52.939709	-66.914328
Pascal Pelletier	Labrador City	52.939709	-66.914328
Ilya Zubov	Chelyabinsk	55.179398	61.422202
