Name	Description	Lat	Long
Tom Colley	Toronto	43.652976	-79.382856
Larry Fullan	Toronto	43.652976	-79.382856
Bob Hurlburt	Toronto	43.652976	-79.382856
Brian Murphy	Toronto	43.652976	-79.382856
Jake Rathwell	Temiscaming	46.718557	-79.091869
Murray Kuntz	Ottawa	45.420543	-75.691767
Mike Boland	Montreal	45.511528	-73.550721
Michel Deziel	Sorel	46.042663	-73.112189
Don Whelden	Falmouth	41.553891	-70.610704
Ron Anderson	Moncton	46.087187	-64.777598
Jack Borotsik	Brandon	49.848577	-99.950312
Murray Anderson	The Pas	53.824934	-101.246457
Doug Buhr	Vancouver	49.260787	-123.112918
Andre Peloffy	Sete		
Jerry Holland	Beaver Lodge	55.213887	-119.423633
George Pesut	Saskatoon	52.13249	-106.683119
Paul McIntosh	Listowel	43.733981	-80.951256
Dave Cressman	Kitchener	43.434673	-80.478375
Ken Lockett	Guelph	43.545259	-80.249781
Barry Salovaara	Toronto	43.652976	-79.382856
Morris Titanic	Toronto	43.652976	-79.382856
Hugh Harvey	Kingston	44.230449	-76.487058
Claude Houde	Drummondville	45.880547	-72.482919
Norm Dube	Sherbrooke	45.400915	-71.882336
Gordie Clark	Glasgow		
Joe Zanussi	Rossland	49.078357	-117.799609
Duane Wylie	Spokane	47.658043	-117.42451
Earl Anderson	Roseau	48.846251	-95.762933
Ed Gilbert	Hamilton	43.253309	-92.868105
Paul Nicholson	London	42.98782	-81.241753
Jim Nahrgang	Stratford	43.36951	-80.981931
Brian McCutcheon	Toronto	43.652976	-79.382856
Jim Moxey	Toronto	43.652976	-79.382856
Yves Bergeron	Malartic	48.136978	-78.12522
Mike Bloom	Ottawa	45.420543	-75.691767
Rich Nantais	Repentigny	45.753671	-73.440224
Michel Dumas	Thetford	46.103396	-71.300724
Roger Lemelin	Iroquois Falls	48.768171	-80.683005
Claire Alexander	Collingwood	44.500417	-80.217538
Steve Langdon	Toronto	43.652976	-79.382856
Fred Ahern	South Boston	42.338063	-71.047332
Gary Simmons	Charlottetown	46.238953	-63.131711
Ron Andruff	Chemainus	48.930692	-123.733984
Doug Palazzari	Eveleth	47.462432	-92.539825
Mike Boland	London	42.98782	-81.241753
Ken Richardson	North Bay	46.308722	-79.46156
Tom Price	Toronto	43.652976	-79.382856
Harvey Bennett	Cranston	41.779553	-71.436997
Michel Bergeron	Chicoutimi	48.422738	-71.061304
Dennis Owchar	Dryden	49.779474	-92.836794
John Bednarski	Thunder Bay	48.382269	-89.246933
John Flesch	Sudbury	46.488995	-81.003606
Larry Goodenough	Toronto	43.652976	-79.382856
Rick Hampton	Toronto	43.652976	-79.382856
Mike Marson	Scarborough	43.776935	-79.231481
Dennis Patterson	Peterborough	44.308684	-78.320081
Bill Lochead	Forest	44.368261	-76.618321
Gord Smith	Perth	44.898927	-76.248354
Bob Sirois	Montreal	45.511528	-73.550721
Alain Daigle	Trois-Rivieres	46.343385	-72.549593
Yves Belanger	Baie Comeau	49.220481	-68.154787
Bill Riley	Amherst	45.816905	-64.216925
Tony White	Grand Falls	48.927814	-55.655414
Mike Christie	Big Springs	32.241956	-101.458981
Pete LoPresti	Virginia	47.52313	-92.536294
Ron Sedlbauer	Burlington	43.325011	-85.79797
Jack Valiquette	St. Thomas	42.777761	-81.182008
Pierre Hamel	Montreal	45.511528	-73.550721
Curt Ridley	Winnipeg	49.898957	-97.136776
Jack McIlhargey	Edmonton	53.544455	-113.490859
Dean Talafous	Duluth	46.78709	-92.10058
Mario Faubert	Valleyfield	45.250454	-74.132638
Greg Joly	Rocky Mountain House	52.379166	-114.918361
Doug Hicks	Cold Lake	54.46436	-110.172707
Dennis Polonich	Foam Lake	51.641957	-103.531823
Bruce Affleck	Penticton	49.497887	-119.593037
Bob Hess	Edmonton	53.544455	-113.490859
Dave Hutchison	London	42.98782	-81.241753
Grant Mulvey	Sudbury	46.488995	-81.003606
Frank Bathe	Oshawa	43.896099	-78.864618
Randy Holt	Pembroke	45.826723	-77.110541
Guy Chouinard	Quebec	46.803455	-71.242647
Rick Chartraw	Caracas		
Colin Campbell	London	42.98782	-81.241753
Dave Maloney	Kitchener	43.434673	-80.478375
Bob MacMillan	Charlottetown	46.238953	-63.131711
Mario Tremblay	Alma	48.551413	-71.65383
Danny Gare	Nelson	49.49278	-117.29417
Lee Fogolin	Chicago	41.877077	-87.628987
Doug Risebrough	Kitchener	43.434673	-80.478375
Bob Bourne	Netherhill	51.474519	-108.858637
Clark Gillies	Moose Jaw	50.391799	-105.536425
Dave "Tiger" Williams	Weyburn	49.663566	-103.853004
Charlie Simmer	Terrace Bay	48.784183	-87.096266
Wilf Paiement	Earlton	47.710709	-79.824597
Rick Middleton	Toronto	43.652976	-79.382856
Pierre Larouche	Taschereau	48.662804	-78.681389
Ron Greschner	Goodsoil	54.399368	-109.230107
Harold Snepsts	Edmonton	53.544455	-113.490859
Terry McDonald	Coquitlam	49.282339	-122.796177
Dale Lewis	Edmonton	53.544455	-113.490859
Ken Mann	Hamilton	43.253309	-105.868105
Jerome Mrazek	Prince Albert	53.203668	-105.7538
Dennis Abgrall	Moosomin	50.143711	-101.666638
Mike Wong	Minneapolis	44.98284	-93.269063
Mitch Babin	Kapuskasing	49.412384	-82.417703
Brian Watts	Hagersville	42.960523	-80.052294
Glen Richardson	Barrie	44.389977	-79.690598
Tim Jacobs	Keswick	44.235865	-79.466319
Jim Witherspoon	Toronto	43.652976	-79.382856
Kent Ruhnke	Toronto	43.653225	-79.381139
Don McLean	Niagara Falls	43.089796	-79.088035
Brian Stapleton	Fort Erie	42.902415	-78.971694
Cam Botting	Kingston	44.230449	-76.487058
Dave Reece	Troy	42.727131	-73.69142
Claude St. Sauveur	St. Hyacinthe	45.631819	-72.955405
Don Cairns	Calgary	51.045074	-114.059049
Brian Kinsella	Barrie	44.389977	-79.690598
Bob Warner	Grimsby	43.194317	-79.562627
Gilles Gratton	LaSalle	45.428597	-73.631359
Ray Maluta	Flin Flon	54.765412	-101.876188
Jerome Engele	Carmel	52.224478	-105.351733
Rick Bourbonnais	Toronto	43.652976	-79.382856
Sean Shanahan	Toronto	43.652976	-79.382856
Greg Holst	Montreal	45.511528	-73.550721
Kurt Walker	Weymouth	42.217785	-70.941978
Brad Gassoff	Quesnel	52.980966	-122.490561
Bob Murdoch	Cranbrook	49.512539	-115.769015
Scott Garland	Regina	50.454439	-104.605965
Rick Bragnalo	Fort William	48.345006	-89.34821
Jamie Masters	Toronto	43.652976	-79.382856
Ken Breitenbach	Welland	42.991536	-79.246783
Jacques Cossette	Rouyn-Noranda	48.234054	-79.018812
Gordie Laxton	Montreal	45.511528	-73.550721
Bernie Wolfe	Montreal	45.511528	-73.550721
Bill Oleschuk	Edmonton	53.544455	-113.490859
Greg Hubick	Strasbourg	51.069246	-104.958521
Rick Adduono	Fort William	48.345006	-89.34821
Wayne Dillon	Toronto	43.652976	-79.382856
Peter Scamurra	Buffalo	42.886492	-78.878606
Bob Girard	Montreal	45.511528	-73.550721
Barry Smith	Surrey	49.186183	-122.818518
Don Ashby	Kamloops	50.675879	-120.326276
Al Cameron	Edmonton	53.544455	-113.490859
Richard Mulhern	Edmonton	53.544455	-113.490859
Dave Logan	Montreal	45.511528	-73.550721
Bill Nyrop	Edina	44.88954	-93.350303
Steve Jensen	Minneapolis	44.983812	-93.26872
Paul Harrison	Timmins	48.477266	-81.331374
Rick Bowness	Moncton	46.087187	-64.777598
Gary Sargent	Red Lake	47.876756	-95.016593
Pat Ribble	Leamington	42.055049	-82.596118
Stan Jonathan	Oshweken	43.07073	-80.118694
Derek Smith	Quebec	46.803455	-71.242647
Rick Blight	Portage La Prairie	49.972197	-98.289257
John Paddock	Brandon	49.848577	-99.950312
Ralph Klassen	Muenster	52.189849	-104.995508
Mike Antonovich	Calumet	47.321693	-93.268168
Ken Houston	Dresden	42.589773	-82.183382
Ed Staniowski	Moose Jaw	50.391799	-105.536425
Paul Holmgren	St. Paul	44.953558	-93.090261
Pat Hickey	Brantford	43.138841	-92.265139
Pat Boutette	Windsor	42.314259	-83.037386
Terry Martin	Barrie	44.389977	-79.690598
Tim Young	Scarborough	43.776935	-79.231481
Gord Lane	Brandon	49.848577	-99.950312
Gary McAdam	Smiths Falls	44.903823	-76.021739
Rick Lapointe	Victoria	48.428388	-123.365627
Doug Soetaert	Edmonton	53.544455	-113.490859
Mike Milbury	Brighton	42.346162	-71.157851
Ed Johnstone	Brandon	49.848577	-99.950312
Pat Price	Nelson	49.49278	-117.29417
Greg Smith	Ponoka	52.675951	-113.583292
Doug Jarvis	Brantford	43.138841	-95.265139
Willi Plett	Asuncion		
Doug Halward	Toronto	43.652976	-79.382856
Dennis Maruk	Toronto	43.652976	-79.382856
Mel Bridgman	Trenton	44.101884	-77.576009
Bob Murray	Kingston	44.230449	-76.487058
Bryan Trottier	Val Marie	49.246356	-107.728912
Greg Vaydik	Yellowknife	62.453925	-114.371916
Fred Berry	Stony Plain	53.529979	-114.005586
Fred Williams	Saskatoon	52.13249	-106.683119
Blair MacKasey	Hamilton	43.253309	-102.868105
Jeff McDill	Thunder Bay	48.382269	-89.246933
Vern Stenlund	Thunder Bay	48.382269	-89.246933
Guy Delparte	Sault Ste. Marie	46.521978	-84.344115
Ian McKegney	Sarnia	42.974013	-82.402011
Dave Kelly	Wallaceburg	42.592655	-82.388386
Dave Tataryn	Sudbury	46.488995	-81.003606
Larry Huras	Listowel	43.733981	-80.951256
Alex Forsyth	Galt	43.361502	-80.316109
Steve Coates	Toronto	43.652976	-79.382856
Dan Hinton	Toronto	43.652976	-79.382856
Steve Lyon	Toronto	43.652976	-79.382856
Angie Moretto	Toronto	43.652976	-79.382856
Dave Salvian	Toronto	43.652976	-79.382856
Steve Self	Peterborough	44.308684	-78.320081
Michel Archambault	St. Hyacinthe	45.631819	-72.955405
Russ Walker	Red Deer	52.267767	-113.811302
Mark Suzor	Windsor	42.314259	-83.037386
Tom Edur	Toronto	43.652976	-79.382856
Joe Kowal	Toronto	43.652976	-79.382856
Ken Kuzyk	Toronto	43.652976	-79.382856
Bob Ritchie	Temiscaming	46.718557	-79.091869
Paul Evans	Peterborough	44.308684	-78.320081
Bjorn Johansson	Orebro		
Barry Dean	Maple Creek	49.90668	-109.479758
Rick Shinske	Weyburn	49.663566	-103.853004
Clayton Pachal	Yorkton	51.213424	-102.462645
Mark Heaslip	Duluth	46.788501	-92.100237
Kirk Bowman	Leamington	42.055049	-82.596118
Andy Spruce	London	42.98782	-81.241753
Doug Patey	Port Credit	43.552133	-79.584038
Jim Pettie	Toronto	43.652976	-79.382856
Jim Roberts	Toronto	43.652976	-79.382856
Fern LeBlanc	Baie-Comeau	49.220481	-68.154787
Roland Eriksson	Storatuna		
Steve Clippingdale	N. Vancouver	49.322775	-123.070743
Drew Callander	Regina	50.454439	-104.605965
Dan Newman	Cottam	42.037295	-82.739411
Alex Pirus	Toronto	43.104333	-79.421096
Lorne Stamler	Winnipeg	49.898957	-97.136776
Larry Skinner	Vancouver	49.260787	-123.112918
Alex Tidey	Vancouver	49.260787	-123.112918
Rob Flockhart	Sicamous	50.837255	-118.980574
Mike Polich	Hibbing	47.426991	-92.939017
Kevin Schamehorn	Victoria	48.428388	-123.365627
Don Murdoch	Cranbrook	49.512539	-115.769015
Tom Younghans	St. Paul	44.953315	-93.090776
Glen Sharpley	York	43.695762	-79.449993
Norm Barnes	Toronto	43.652976	-79.382856
Richie Hansen	Northport	40.901198	-73.343266
Matti Hagman	Helsinki		
Blair Chapman	Lloydminster	53.278381	-110.006953
Bobby Simpson	Caughnawaga	45.410811	-73.681458
Mike Fidler	Everett	42.408299	-71.053759
Tom Rowe	Lynn	42.466784	-70.949603
Ted Bulley	Windsor	42.314259	-83.037386
Dave Farrish	Wingham	43.88812	-81.311542
Mike Kitchen	Newmarket	44.059072	-79.461206
Mike Palmateer	Toronto	43.652976	-79.382856
David Shand	Cold Lake	54.46436	-110.172707
Ron Delorme	North Battleford	52.776322	-108.29849
Russ Anderson	Des Moines	41.599284	-93.612352
Bob Manno	Niagara Falls	43.089796	-79.088035
Pierre Mondou	Sorel	46.042663	-73.112189
Don Edwards	Hamilton	43.253309	-90.868105
Bob Lorimer	Toronto	43.104333	-79.421096
Bruce Boudreau	Toronto	43.652976	-79.382856
Paul Gardner	Fort Erie	42.902415	-78.971694
Greg Malone	Chatham	47.033865	-65.469632
Brian Engblom	Winnipeg	49.898957	-97.136776
Al Hill	Nanaimo	49.16531	-123.943201
Brian Sutter	Viking	53.096111	-111.776351
Mike McEwen	Hornepayne	49.213301	-84.771195
Dwight Schofield	Lynn	42.466784	-70.949603
Nick Fotiu	Staten Island	40.578688	-74.153342
Bob Sauve	Ste. Genevieve	45.478957	-73.871842
Bernie Federko	Foam Lake	51.641957	-103.531823
Reed Larson	Minneapolis	44.983812	-93.26872
Rick Green	Belleville	44.163313	-77.386545
Randy Carlyle	Sudbury	46.488995	-81.003606
Dean Magee	Banff	51.178441	-115.570793
Jamie Gallimore	Edmonton	53.544455	-113.490859
Rick Jodzio	Edmonton	53.544455	-113.490859
Jim Cunningham	St.Paul	44.953558	-93.090261
Jim Boo	Rolla	37.948049	-91.770598
Greg Hickey	Brantford	43.138841	-91.265139
Lou Nistico	Thunder Bay	48.382269	-89.246933
Tom Cassidy	Blind River	46.185496	-82.960835
John McCahill	Sarnia	42.974013	-82.402011
Bud Stefanski	Timmins	48.477266	-81.331374
Jeff Allan	Toronto	43.652976	-79.382856
Mike Keating	Toronto	43.652976	-79.382856
Greg Redquest	Toronto	43.652976	-79.382856
Ben Gosselin	Montreal	45.511528	-73.550721
Alain Belanger	St. Janvier	46.500574	-71.684587
Sid Veysey	Woodstock	46.16071	-67.5866
Wayne Ramsey	Hamiota	50.180094	-100.599741
Steve Short	Roseville	45.005813	-93.156563
Bill Butters	St. Paul	44.953558	-93.090261
John Baby	Sudbury	46.488995	-81.003606
Jim Bedard	Niagara Falls	43.089796	-79.088035
Rob Plumb	Kingston	44.230449	-76.487058
Eddy Godin	Donnacona	46.675324	-71.734939
Nelson Burton	Sydney	46.137046	-60.193456
John Hilworth	Jasper	52.879309	-118.079245
Harold Phillipoff	Kamsack	51.564956	-101.898302
Tim Sheehy	International Falls	48.602265	-93.40477
Jimmy Jones	Woodbridge	43.789043	-79.612972
Roland Cloutier	Rouyn-Noranda	48.234054	-79.018812
Jean Savard	Verdun	45.455594	-73.569804
Dan Chicoine	Sherbrooke	45.400915	-71.882336
John Smrke	Chicoutimi	48.422738	-71.061304
Goran Hogosta	Appelbo		
Dave Hoyda	Edmonton	53.544455	-113.490859
Kris Manery	Leamington	42.055049	-82.596118
Joe Contini	Guelph	43.545259	-80.249781
Alex McKendry	Midland	44.750732	-79.89368
Rick Vasko	St. Catharines	43.159613	-79.243707
Perry Miller	Winnipeg	49.898957	-97.136776
Kim Davis	Flin Flon	54.765412	-101.876188
Ron Grahame	Victoria	48.428388	-123.365627
Hardy Astrom	Skelleftea		
Miles Zaharko	Mannville	53.336254	-111.175536
Trevor Johansen	Thunder Bay	48.382269	-89.246933
Mike Forbes	Brampton	43.731881	-79.723152
Ron Zanussi	Toronto	43.652976	-79.382856
Gilles Lupien	Brownsburg	45.676696	-74.404892
Per-Olov Brasar	Falun		
Mark Lofthouse	New Westminster	49.204145	-122.919914
Mike Kaszycki	Milton	43.518402	-79.876518
Larry Hopkins	Oshawa	43.896099	-78.864618
Vaclav Nedomansky	Hodonin		
Peter Lee	Chester		
Darcy Regier	Swift Current	50.285397	-107.797529
Reg Kerr	Oxbow	49.227259	-102.169509
Rob Palmer	Sarnia	42.974013	-82.402011
Dale McCourt	Falconbridge or Nickel Town	42.897696	-81.535455
Paul Woods	Hespeler	43.431489	-80.310544
Kent-Erik Andersson	Orebro		
Bob Hoffmeyer	Dodsland	51.799509	-108.835113
Rick St. Croix	Kenora	49.766395	-94.487216
Mike Crombeen	Sarnia	42.974013	-82.402011
Jim Hamilton	Barrie	44.389977	-79.690598
Bryan Maxwell	North Bay	46.308722	-79.46156
Randy Pierce	Arnprior	45.435277	-76.351642
Bob Miller	Billerica	42.558127	-71.270514
Tony Currie	Sydney Mines	46.242713	-60.230983
Greg Fox	Vancouver	49.260787	-123.112918
Bill Stewart	Toronto	43.652976	-79.382856
Jack Brownschidle	Buffalo	42.886492	-78.878606
Rod Schutt	Bancroft	45.056219	-77.856917
Stefan Persson	Umea		
Jere Gillis	Bend	43.406642	-124.225427
Pat Hughes	Calgary	51.045074	-114.059049
Murray Bannerman	Fort Frances	48.61002	-93.395052
Don Jackson	Minneapolis	44.983812	-93.26872
Ric Seiling	Elmira	43.600449	-80.562956
Dwight Foster	Toronto	43.652976	-79.382856
Mike Bossy	Montreal	45.511528	-73.550721
Kevin McCarthy	Winnipeg	49.898957	-97.136776
Brad Maxwell	Brandon	49.848577	-99.950312
Ron Wilson	Windsor	42.314259	-83.037386
Ron Duguay	Sudbury	46.488995	-81.003606
John Anderson	Toronto	43.652976	-79.382856
Richie Dunn	Boston	42.357025	-71.063509
Mike O'Connell	Chicago	41.877077	-87.628987
Robert Picard	Montreal	45.511528	-73.550721
Barry Beck	Vancouver	49.260787	-123.112918
Glen Hanlon	Brandon	49.848577	-99.950312
Lucien DeBlois	Joliette	46.023163	-73.438992
Mario Marois	Ancienne Lorette	46.798936	-71.362163
Doug Wilson	Ottawa	45.420543	-75.691767
Dave Taylor	Levack	46.640572	-81.38833
Dan Lucas	Powell River	49.835221	-124.518692
Kevin Krook	Cold Lake	54.46436	-110.172707
Lorry Gloeckner	Kindersley	51.467609	-109.15465
Randy Ireland	Rosetown	51.555384	-107.991081
John Taft	Minneapolis	44.98284	-93.269063
Dan Clark	Toronto	43.652976	-79.382856
Mike Meeker	Kingston	44.231187	-76.488088
Michel Lachance	Quebec	46.803455	-71.242647
Bjorn Skaare	Oslo	59.923978	10.753531
Lex Hudson	Winnipeg	49.898957	-97.136776
Lars Zetterstrom	Stockholm		
Paul Messier	Nottingham		
Greg Carroll	Edmonton	53.544455	-113.490859
Dave Hanson	Cumberland	45.532023	-92.01889
Mike Hordy	Thunder Bay	48.382269	-89.246933
Don "Red" Laurence	Galt	43.361502	-80.316109
Gord McTavish	Guelph	43.545259	-80.249781
Brent Tremblay	North Bay	46.308722	-79.46156
Bill Bennett	Warwick	41.699634	-71.418077
Frank Beaton	Antigonish	45.623098	-61.99264
Leif Svensson	Harnosand		
Rollie Boutin	Westlock	54.152103	-113.850836
Yves Preston	Montreal	45.511528	-73.550721
Dick Lamby	Auburn	42.194506	-71.835095
Tom Songin	Norwood	42.19438	-71.198688
Rolf Edberg	Stockholm		
Paul Mulvey	Sudbury	46.488995	-81.003606
Mike Dwyer	Brampton	43.731881	-79.723152
Neil LaBatte	Don Mills	43.73721	-79.343219
Dan Labraaten	Leksand		
Doug Lecuyer	Wainwright	52.833009	-110.85059
Merlin Malinowski	North Battleford	52.776322	-108.29849
Rob Tudor	Cupar	50.94678	-104.211715
Dean Turner	Dearborn	42.321962	-83.176588
Mike McDougall	Port Huron	42.972167	-82.430217
Robbie Moore	Sarnia	42.974013	-82.402011
Graeme Nicolson	North Bay	46.308722	-79.46156
Paul Evans	Toronto	43.652976	-79.382856
Cam Connor	Winnipeg	49.898957	-97.136776
Ulf Nilsson	Nynashamn		
Rocky Saganiuk	Myrnam	53.660808	-111.229576
Tom Gorence	St.Paul	44.953558	-93.090261
Hector Marini	Timmins	48.477266	-81.331374
Mike Gillis	Sudbury	46.488995	-81.003606
Mario Lessard	East Broughton	46.223292	-71.074809
Dan Bolduc	Waterville	44.552093	-69.632919
Lars Lindgren	Pitea		
Gary Rissling	Saskatoon	52.13249	-106.683119
Andre Dore	Montreal	45.511528	-73.550721
Anders Hedberg	Ornskoldsvik		
Mike Eaves	Denver	39.737151	-104.985574
Mike Zuke	Sault Ste. Marie	46.521978	-84.344115
Mal Davis	Lockeport	43.699954	-65.113963
Wayne Babych	Edmonton	53.544455	-113.490859
Jack Carlson	Virginia	47.522621	-92.537644
Brad Smith	Windsor	42.314259	-83.037386
Dave Lumley	Toronto	43.652976	-79.382856
Rick Paterson	Kingston	44.230449	-76.487058
Bill Derlago	Birtle	50.42237	-101.044909
Thomas Gradin	Solleftea		
Steve Tambellini	Trail	49.096384	-117.711991
Steve Payne	Toronto	43.652976	-79.382856
Behn Wilson	Toronto	43.652976	-79.382856
Willie Huber	Strasskirchen		
Glen Cochrane	Cranbrook	49.512539	-115.769015
Brent Peterson	Calgary	51.045074	-114.059049
Mark Napier	Toronto	43.652976	-79.382856
Tim Higgins	Ottawa	45.420543	-75.691767
Tim Bothwell	Vancouver	49.260787	-123.112918
Larry Playfair	Fort St. James	54.443798	-124.253925
Curt Fraser	Cincinnati	39.103578	-84.515339
Al Secord	Sudbury	46.488995	-81.003606
Pete Peeters	Edmonton	53.544455	-113.490859
Stan Smyl	Glendon	54.249921	-111.154186
Joel Quenneville	Windsor	42.314259	-83.037386
Don Maloney	Lindsay	44.356604	-78.740553
Tony McKegney	Montreal	45.511528	-73.550721
John Tonelli	Hamilton	43.253309	-123.868105
Greg Millen	Toronto	43.652976	-79.382856
Ken Linseman	Kingston	44.230449	-76.487058
Ryan Walter	New Westminster	49.204145	-122.919914
Brad Marsh	London	42.98782	-81.241753
Reggie Lemelin	Quebec	46.803455	-71.242647
Bobby Smith	North Sydney	46.206682	-60.252757
Rod Langway	Maag		
Bryon Baltimore	Whitehorse	60.719239	-135.054366
Ron Areshenkoff	Grand Forks	49.030129	-118.44561
Mike Toal	Red Deer	52.267767	-113.811302
Don Cutts	Edmonton	53.544455	-113.490859
Rick Hodgson	Medicine Hat	50.040168	-110.67609
Bob Stephenson	Saskatoon	52.13249	-106.683119
Brian Hill	Regina	50.454439	-104.605965
Rob Laird	Regina	50.454439	-104.605965
Jim Warner	St. Paul	44.953315	-93.090776
Steve Carlson	Virginia	47.522621	-92.537644
Ray Markham	Windsor	42.314259	-83.037386
Steve Hazlett	Sarnia	42.974013	-82.402011
Reg Thomas	London	42.98782	-81.241753
Jim Mayer	Capreol	46.706086	-80.922352
Gerry Rioux	Iroquois Falls	48.768171	-80.683005
Claude Noel	Kirkland Lake	48.150969	-80.03312
Randy Johnston	Brampton	43.731881	-79.723152
Bob Dupuis	North Bay	46.308722	-79.46156
Mike Amodeo	Toronto	43.652976	-79.382856
Chuck Luksa	Toronto	43.652976	-79.382856
John Stewart	Toronto	43.652976	-79.382856
Louis Levasseur	Rouyn-Noranda	48.234054	-79.018812
Dave Gorman	Oshawa	43.896099	-78.864618
Steve Peters	Peterborough	44.308684	-78.320081
Ron Plumb	Kingston	44.230449	-76.487058
Moe Robinson	Winchester	45.090064	-75.353551
Bob Guindon	Labelle	46.280123	-74.73359
Glenn Tomalty	Brownsburg	45.676696	-74.404892
Serge Beaudoin	Montreal	45.511528	-73.550721
John Bethel	Montreal	45.511528	-73.550721
Ron Carter	Montreal	45.511528	-73.550721
Jim Corsi	Montreal	45.511528	-73.550721
Don MacIver	Montreal	45.511528	-73.550721
Gilles Bilodeau	Saint-Prime	48.593272	-72.334463
Jim Stewart	Hudson	42.391444	-71.566153
Paul Stewart	Jamaica Plain	42.309785	-71.114951
M.F. Schurman	Summerside	46.393206	-63.789885
Kevin Morrison	Sydney	46.137046	-60.193456
Don Howse	Grand Falls	48.927814	-55.655414
Antero Lehtonen	Tampere		
Kari Makkonen	Harjavalta		
Lars-Erik Sjoberg	Falun		
Doug Berry	New Westminster	49.204145	-122.919914
Bob Attwell	Spokane	47.658043	-117.42451
Ross Cory	Calgary	51.045074	-114.059049
Glenn Hicks	Red Deer	52.267767	-113.811302
Kim Clackson	Saskatoon	52.13249	-106.683119
Steve Alley	Anoka	45.197728	-93.387378
Craig Norwich	Edina	44.88954	-93.350303
Mike Busniuk	Thunder Bay	48.382269	-89.246933
Dave Debol	St. Clair Shores	42.492441	-82.892448
Bob Fitchner	Sudbury	46.488995	-81.003606
